Year,Month,Day,LAT,LON,DURATION,HOOKS_SET
2012,12,14,23,13,4.766666667,18000
2010,8,9,23,13,11.83333333,18000
2001,4,19,22,13,8,19200
2015,6,15,22,13,5.633333333,18000
2015,2,26,22,13,11,18000
2007,1,9,20,12,5.5,32000
2009,11,29,25,13,19.31666667,18000
2003,6,14,24,13,5.033333333,11200
2001,9,3,23,13,9.85,19200
2010,7,15,19,11,6.2,18000
2012,2,3,22,12,6.733333333,18000
2012,9,15,21,12,6.533333333,18000
2012,9,9,21,12,6.516666667,18000
2011,9,21,21,12,4.633333333,18000
2011,7,22,21,12,7.55,18000
2001,2,14,21,12,8,19200
2015,7,28,21,12,6.45,18000
2012,8,10,20,12,6.433333333,18720
2013,9,25,20,12,6.733333333,18000
2012,8,12,20,12,5.916666667,10840
2015,6,30,20,12,21,1800
2013,5,27,25,13,7.333333333,18000
2013,12,18,25,13,7,18000
2011,9,24,24,13,5.8,18000
2013,6,16,24,13,7.033333333,18000
2015,4,10,24,13,13.5,18000
2016,9,29,23,13,6,18000
2016,8,29,23,13,6.25,18000
2013,2,25,22,13,7.066666667,18000
2011,12,6,22,13,5.05,18000
2005,7,9,29,14,3.5,22800
2012,1,11,26,14,10.65,18000
2013,5,25,26,14,6.25,18000
2010,1,2,19,11,18.56666667,18000
2003,3,15,21,12,10.75,20480
2003,1,17,21,12,6.65,28800
2012,8,11,20,12,6.366666667,17700
2006,7,23,20,12,8,30000
2003,12,13,20,12,13.2,11776
2003,1,28,20,12,2.816666667,10368
2001,11,21,24,13,8.833333333,19200
2003,9,27,24,13,8.65,9728
2002,1,19,22,13,8.266666667,19200
2014,11,20,22,12,6.866666667,18000
2011,6,26,21,12,5.916666667,18000
2011,8,17,21,12,4.216666667,18000
2011,8,18,21,12,6.35,18000
2016,5,5,21,12,6.5,18000
2016,4,12,21,12,6.516666667,18000
2001,3,27,21,12,8,19200
2000,8,3,21,12,7,19200
2015,9,19,21,12,6.116666667,18000
2012,8,30,21,12,6.4,18000
2013,9,26,20,12,6.733333333,18000
2006,11,24,20,12,8.183333333,32000
2014,7,5,20,12,7.05,18000
2014,7,7,20,12,6.816666667,18000
2016,7,15,20,12,1,18000
2015,8,27,25,13,6.3,18000
2014,1,27,25,13,6.85,18000
2012,1,26,24,13,4.8,18000
2011,9,26,24,13,5.85,18000
2015,8,26,24,13,5.25,18000
2013,11,13,24,13,1.683333333,18000
2012,5,13,24,13,6.05,18000
2014,1,18,24,13,11,18000
2015,4,11,24,13,7,18000
2013,3,31,23,13,6.783333333,18000
2010,12,17,23,13,4.5,18000
2013,2,17,23,13,7.05,18000
2014,2,9,23,13,2.85,18000
2013,11,5,23,13,6.9,18000
2004,7,3,22,13,18,11500
2016,3,5,22,13,4.6,18000
2011,12,10,22,13,6.15,18000
2016,8,27,22,13,5.816666667,18000
2014,2,10,22,13,6.5,18000
2010,7,28,19,11,6.583333333,18000
2010,1,1,19,11,19.08333333,18000
2009,9,29,19,11,19.58333333,19888
2007,7,21,21,12,6.5,18000
2003,4,27,21,12,10.5,10368
2002,10,2,20,12,6.233333333,20480
2003,1,20,20,12,8,28800
2003,1,19,20,12,8,28800
2003,4,7,25,13,5.166666667,11264
2008,9,26,24,13,7,18000
2001,12,17,24,13,8.75,19200
2003,9,28,24,13,8.616666667,9728
2001,9,5,23,13,9.083333333,19200
2001,9,5,23,13,9.083333333,19200
2004,8,9,22,12,19,16000
2011,6,25,21,12,10.28333333,18000
2011,9,1,21,12,5.733333333,18000
2001,2,26,21,12,9,8500
2016,7,16,21,12,6.383333333,18000
2016,7,8,21,12,7.266666667,18000
2010,6,3,20,12,6.616666667,18000
2012,1,14,25,13,6.416666667,18000
2012,1,15,24,13,6.433333333,18000
2012,11,3,24,13,6.816666667,18000
2011,7,30,24,13,5.85,18000
2011,7,29,24,13,5.3,18000
2008,2,20,24,13,6,18000
2010,2,22,24,13,4,18000
2014,9,12,24,13,7,18000
2014,11,2,24,13,6.666666667,18000
2010,11,3,23,13,6.75,18000
2013,8,27,23,13,6.766666667,18000
2016,6,1,23,13,6.766666667,18000
2012,5,17,23,13,6.633333333,18000
2012,3,25,23,13,6.833333333,18000
2012,3,24,23,13,6.033333333,18000
2012,5,18,23,13,6.5,18000
2010,8,21,22,13,6.383333333,18000
2010,11,4,22,13,6.283333333,18000
2011,5,28,22,13,6.216666667,18000
2010,7,17,22,13,4.983333333,18000
2016,6,9,22,13,6.133333333,18000
2010,6,27,22,13,6.266666667,18000
2016,9,27,22,13,6,18000
2016,9,28,22,13,5.833333333,18000
2015,6,16,22,13,6.666666667,18000
2015,5,20,22,13,4.883333333,18000
2011,12,13,22,13,6.216666667,18000
2013,5,26,26,14,6.75,18000
2002,2,21,22,12,8.7,19200
2004,8,31,22,12,9.916666667,18000
2003,10,31,22,12,7.683333333,11776
2003,10,31,22,12,7.683333333,11776
2013,1,11,21,12,7,18000
2014,3,10,21,12,7.183333333,18000
2007,7,16,20,12,6.333333333,18000
2016,9,19,20,12,6.583333333,19320
2010,6,10,20,12,8,18000
2006,7,22,20,12,8,30000
2003,1,27,20,12,7.083333333,10112
2003,1,18,20,12,7.566666667,28800
2003,4,8,25,13,7.616666667,11264
2008,4,2,24,13,7.166666667,18000
2001,12,16,24,13,8.666666667,19200
2009,11,12,23,13,19.56666667,18000
2001,9,23,23,13,8.2,19000
2001,9,19,23,13,7.7,19200
2004,7,2,23,13,18,12000
2002,1,28,22,13,9.15,19200
2002,1,21,22,13,8.7,19200
2002,10,10,22,13,8.216666667,10240
2000,8,1,19,11,8,19200
2012,2,1,22,12,5.183333333,18000
2000,11,30,22,12,4,19200
2008,11,26,21,12,6.95,18000
2008,11,23,21,12,6.95,18000
2009,7,16,21,12,6.566666667,18000
2009,11,5,21,12,15.21666667,18000
2007,1,10,21,12,7.833333333,32200
2001,3,26,21,12,8,19200
2000,11,14,21,12,8,19200
2000,11,15,21,12,8,19200
2003,12,10,21,12,7.583333333,11264
2016,1,15,21,12,4.1,18000
2015,1,22,21,12,3.133333333,18000
2014,8,21,21,12,5.016666667,18000
2016,7,17,21,12,6.716666667,18000
2013,12,1,21,12,6.85,18000
2015,1,14,21,12,6.683333333,18000
2015,1,15,21,12,6.783333333,18000
2010,4,8,20,12,7.033333333,18000
2006,7,16,20,12,8,30000
2016,7,10,20,12,1.816666667,18000
2012,1,22,26,13,4.633333333,18000
2009,7,5,26,13,6.583333333,18000
2001,11,20,25,13,7.55,19200
2015,4,12,25,13,6.833333333,18000
2014,5,25,24,13,6.95,18000
2016,5,21,24,13,6.75,18000
2011,9,25,24,13,5.933333333,18000
2016,8,21,24,13,6.3,18000
2009,6,24,24,13,5.75,18000
2008,4,1,24,13,6.55,18000
2012,11,26,24,13,6.766666667,18000
2014,2,1,24,13,7,18000
2014,4,10,24,13,6.9,18000
2015,2,17,24,13,6.166666667,18000
2012,5,11,24,13,1.233333333,18000
2014,1,15,24,13,6.966666667,18000
2010,8,17,23,13,5.133333333,18000
2010,12,20,23,13,6,18000
2007,1,1,23,13,7.233333333,31200
2002,1,9,23,13,7.8,19200
2012,2,18,23,13,6.833333333,18000
2011,8,16,22,13,7,18000
2016,6,8,22,13,5.516666667,18000
2013,9,15,22,13,6.35,18000
2002,1,20,22,13,9.033333333,19200
2011,8,19,21,13,5.966666667,18000
2010,8,5,26,14,14.16666667,18000
2003,11,2,22,12,12.95,11264
2003,11,3,22,12,12.95,11264
2002,10,21,22,12,11.38333333,10240
2002,10,19,21,12,13.81666667,10240
2002,10,19,21,12,9.333333333,10240
2002,12,12,24,13,11.08333333,10368
2003,9,26,24,13,8.75,9728
2003,7,10,22,13,11.55,10300
2012,2,2,22,12,6.966666667,18000
2010,5,11,22,12,4.716666667,18000
2010,2,9,22,12,7.6,18000
2000,12,14,22,12,8,19200
2001,4,1,22,12,8,19200
2001,10,23,22,12,9.716666667,19200
2003,11,1,22,12,14.33333333,11264
2003,11,1,22,12,14.33333333,11264
2002,10,21,22,12,7.366666667,10240
2002,10,22,22,12,8.316666667,10240
2013,1,13,21,12,6.633333333,18000
2012,11,17,21,12,5.016666667,18000
2008,11,27,21,12,6.916666667,18000
2009,7,15,21,12,7.833333333,18000
2007,1,13,21,12,8.15,32000
2001,2,13,21,12,8,19200
2001,2,25,21,12,8,19200
2003,12,9,21,12,6.1,12800
2015,6,27,21,12,15.83333333,18000
2015,7,25,21,12,6.2,18000
2015,1,23,21,12,6.5,18000
2015,7,27,21,12,6.433333333,18000
2015,7,29,21,12,7.916666667,18000
2008,1,10,20,12,7,18000
2009,7,18,20,12,7,18000
2007,4,26,20,12,7,18000
2010,6,2,20,12,6.583333333,18000
2010,6,11,20,12,7,18000
2006,7,24,20,12,8,30000
2002,7,20,20,12,7.55,10500
2014,7,4,20,12,1.7,18000
2001,11,19,25,13,9.2,19200
2013,12,10,25,13,3.716666667,18000
2014,3,27,24,13,6.583333333,18000
2014,8,4,24,13,5.583333333,18000
2014,1,17,24,13,7.416666667,18000
2014,2,3,24,13,6.816666667,18000
2001,9,20,23,13,7.583333333,19200
2002,5,22,23,13,13,11288
2012,5,20,23,13,6.566666667,18000
2014,5,11,23,13,6.266666667,18000
2015,3,1,23,13,6.783333333,18000
2013,1,21,22,13,6.833333333,18000
2016,9,26,22,13,5.933333333,18000
2010,2,11,22,13,7.166666667,18000
2004,10,23,22,13,9,27000
2016,5,13,22,13,6.85,18000
2016,5,12,22,13,6.833333333,18000
2009,9,5,20,11,5.916666667,18000
2000,8,2,19,11,8,19200
2001,4,3,24,12,8,19200
2011,5,26,22,12,5.85,18000
2002,3,2,22,12,8.483333333,19200
2002,3,4,22,12,8.533333333,19200
2005,12,6,22,12,7.25,32000
2000,12,13,22,12,8,19200
2004,6,28,22,12,20.25,18000
2003,6,24,22,12,9.066666667,10300
2002,6,9,22,12,7.166666667,11200
2007,11,19,21,12,6.966666667,18000
2001,5,9,21,12,5,19200
2001,2,23,21,12,8,19200
2003,5,10,21,12,7.45,11264
2003,5,9,21,12,7.416666667,11264
2003,5,9,21,12,12.33333333,10368
2002,10,20,21,12,8.833333333,10240
2002,9,21,21,12,11.5,10240
2015,7,11,21,12,6.916666667,18000
2009,9,4,20,12,6.033333333,18000
2006,7,21,20,12,7,18000
2002,11,27,26,13,8.75,9984
2014,6,14,24,13,6.966666667,18000
2013,8,25,24,13,6.866666667,18000
2013,6,19,24,13,5.566666667,12000
2010,3,5,24,13,6.783333333,19754
2002,5,20,24,13,9.166666667,11288
2014,8,3,24,13,6.833333333,18000
2014,9,13,24,13,6.633333333,18000
2014,7,24,24,13,6.75,18000
2014,7,27,24,13,6.733333333,18000
2014,12,11,24,13,4.85,18000
2010,8,11,23,13,11.83333333,18000
2007,3,23,23,13,5.333333333,18000
2002,10,10,23,13,12.11666667,10240
2003,7,4,23,13,8.666666667,9240
2014,5,18,23,13,6.916666667,18000
2013,5,15,22,13,6.916666667,18000
2007,2,27,22,13,6.666666667,18000
2007,3,13,22,13,6.75,18000
2007,3,2,22,13,6.666666667,18000
2007,2,28,22,13,5.5,18000
2015,6,5,22,13,6.633333333,18000
2015,5,23,22,13,7,18000
2015,4,25,22,13,6.666666667,18000
2014,12,21,22,13,6.816666667,18000
2003,3,30,26,14,8.583333333,21632
2001,2,24,21,12,8,19200
2004,10,25,22,13,8.5,27000
2004,8,6,22,13,16.75,9000
2010,7,29,19,11,6.566666667,18000
2016,4,17,22,12,6.433333333,18000
2016,4,18,22,12,6.433333333,18000
2001,5,4,22,12,8,19200
2004,8,2,22,12,19.25,15000
2002,6,1,22,12,7.5,11620
2014,11,26,22,12,7,18000
2009,7,17,21,12,6.983333333,18000
2007,11,18,21,12,6.5,18000
2002,5,27,21,12,6.833333333,22576
2000,11,29,21,12,8,19200
2002,9,21,21,12,6.333333333,10240
2015,9,20,21,12,6.75,18000
2015,6,23,21,12,5.9,18000
2015,7,10,21,12,6.716666667,18000
2015,4,20,21,12,6.85,18000
2013,2,8,20,12,6.583333333,18000
2013,7,24,20,12,6.616666667,18000
2006,11,25,20,12,8.1,32000
2003,12,11,20,12,7.6,11264
2014,6,12,25,13,6.866666667,18000
2013,11,16,25,13,6.766666667,18000
2013,4,21,24,13,7.533333333,18000
2014,6,13,24,13,6.416666667,18000
2002,6,4,24,13,6.5,22400
2011,9,8,24,13,6,18000
2014,8,2,24,13,6.866666667,18000
2014,9,23,24,13,7,18000
2002,1,27,23,13,9.033333333,19200
2002,5,25,23,13,13.25,11288
2015,2,28,23,13,20.75,18000
2012,9,23,23,13,5.983333333,18000
2015,2,27,23,13,6.6,18000
2013,9,14,22,13,6.666666667,18000
2013,7,23,22,13,6.433333333,18000
2010,4,13,22,13,6.75,18000
2004,7,18,22,13,15,8500
2011,12,3,22,13,5.716666667,18000
2012,2,19,22,13,6,18000
2014,2,11,22,13,4.933333333,18000
2016,5,14,22,13,6.516666667,18000
2015,5,25,22,13,7,18000
2015,5,24,22,13,7,18000
2003,3,29,26,14,7.666666667,11264
2003,3,31,26,14,7.166666667,10368
2003,3,29,26,14,13.51666667,10368
2007,11,17,21,12,6.616666667,18000
2001,9,4,22,13,8.433333333,19200
2004,8,5,22,13,19.16666667,16000
2009,9,3,19,11,5.883333333,18000
2013,2,3,22,12,7.1,18000
2011,6,22,22,12,15.73333333,18000
2016,5,7,22,12,3.15,18000
2016,5,8,22,12,6.233333333,18000
2000,12,16,22,12,8,19200
2002,6,9,22,12,11.08333333,11200
2002,9,17,22,12,5.1,10240
2014,6,20,21,12,7.266666667,18000
2003,8,24,21,12,7.633333333,25200
2007,2,8,21,12,5,18000
2000,12,12,21,12,8,19200
2000,11,28,21,12,8,19200
2001,4,2,21,12,8,19200
2001,4,4,21,12,8,19200
2003,4,27,21,12,6.65,11264
2002,9,23,21,12,12.03333333,10240
2016,7,18,21,12,8.833333333,18000
2006,7,14,20,12,8,30000
2006,7,13,20,12,8,30000
2016,7,9,20,12,6.833333333,18000
2009,7,4,26,13,6.333333333,18000
2012,1,13,25,13,5.7,18000
2009,7,7,25,13,4.5,18000
2001,5,20,24,13,8,19200
2014,11,11,24,13,7.133333333,18000
2012,5,25,24,13,6.7,18000
2016,8,26,24,13,6,18000
2010,8,12,23,13,6.566666667,18000
2010,9,17,23,13,6.7,18000
2007,3,22,23,13,6.666666667,18000
2015,2,25,23,13,11,18000
2015,3,7,23,13,5.833333333,18000
2013,7,26,22,13,6.4,18000
2016,5,28,22,13,6.85,18000
2003,7,15,22,13,12,10300
2002,6,10,22,13,11.66666667,11200
2015,6,13,22,13,6.933333333,18000
2015,6,6,22,13,6.65,18000
2012,3,30,22,13,4.966666667,18000
2014,8,25,22,13,6.866666667,18000
2016,5,15,22,13,6.65,18000
2010,5,23,26,14,6,18000
2003,3,28,26,14,7.983333333,11264
2003,9,17,26,14,4.633333333,10880
2004,8,4,22,13,20.75,18000
2004,7,17,22,13,18.16666667,14500
2011,6,23,22,12,6.566666667,18000
2010,5,13,22,12,6.5,18000
2016,4,26,22,12,5.7,18000
2016,4,25,22,12,6.55,18000
2010,2,5,22,12,6.75,18000
2003,8,25,22,12,7.05,25200
2004,9,2,22,12,7.75,18000
2003,3,16,22,12,9.083333333,11392
2012,9,14,21,12,2.933333333,18000
2011,7,20,21,12,6.716666667,18000
2008,12,16,21,12,6.75,18000
2010,2,8,21,12,6.883333333,18000
2003,4,28,21,12,6.216666667,21632
2007,2,18,21,12,8,18000
2002,2,1,21,12,9,19200
2004,9,3,21,12,9,18000
2002,10,22,21,12,12.4,10240
2002,10,20,21,12,8.7,10240
2015,6,22,21,12,6.266666667,18000
2015,9,21,21,12,6.766666667,18000
2015,1,25,21,12,6.9,18000
2015,8,6,21,12,6.666666667,18000
2015,8,5,21,12,6.616666667,18000
2003,1,28,20,12,11.9,10112
2008,1,19,25,13,7,18000
2012,1,25,24,13,5.25,18000
2014,5,24,24,13,6.733333333,18000
2011,7,18,24,13,5.85,18000
2013,8,12,24,13,6.783333333,18000
2014,3,26,24,13,6.75,18000
2013,7,13,24,13,6.75,18000
2007,12,22,24,13,6.9,18000
2003,9,25,24,13,6.916666667,9728
2016,12,7,24,13,5.966666667,18000
2015,4,13,24,13,6.8,18000
2009,4,7,23,13,6.75,18000
2007,3,21,23,13,5.166666667,18000
2001,9,17,23,13,9.2,19200
2002,5,18,23,13,10.08333333,11288
2011,5,20,22,13,6.466666667,18000
2011,5,19,22,13,6.183333333,18000
2007,3,1,22,13,5.15,18000
2015,4,27,22,13,6.733333333,18000
2014,4,26,22,13,6.283333333,18000
2012,9,22,22,13,5.683333333,18000
2013,11,22,22,13,6.566666667,18000
2003,3,31,26,14,8.5,11264
2006,12,22,22,12,6.55,22000
2002,3,18,22,12,8.416666667,19200
2009,12,17,21,12,6.85,18000
2008,12,24,21,12,7,18000
2007,12,10,21,12,6.916666667,18000
2007,12,11,21,12,6.916666667,18000
2009,12,15,21,12,16.61666667,18000
2009,12,18,21,12,7.033333333,18000
2009,12,19,21,12,7.066666667,18000
2007,2,20,21,12,6.5,18000
2002,7,10,21,12,7.333333333,10500
2007,5,16,20,12,7.383333333,18000
2007,4,17,20,12,6.933333333,18000
2007,12,26,25,13,7.266666667,18000
2001,12,18,24,13,8.116666667,19200
2004,10,24,22,13,8.75,27000
2002,3,24,22,13,7.766666667,19200
2004,8,13,22,13,20.25,18000
2004,8,3,22,13,20,16000
2004,7,16,22,13,18.25,14500
2012,2,4,22,12,6.166666667,18000
2011,5,21,22,12,5.666666667,18000
2005,6,12,22,12,6.5,30800
2015,6,7,22,12,6.883333333,18000
2010,11,6,21,12,4.2,18000
2016,9,18,21,12,6.666666667,19320
2001,1,31,21,12,9,19200
2001,1,29,21,12,9,19200
2001,5,12,21,12,8,19200
2002,9,25,21,12,12.7,10240
2015,9,1,21,12,2.9,18000
2010,4,9,20,12,6.716666667,18000
2002,10,1,20,12,6.933333333,20480
2012,5,26,25,13,6.916666667,18000
2013,8,3,24,13,5.85,18000
2010,2,21,24,13,4.216666667,18000
2003,5,27,24,13,7.983333333,21632
2003,4,23,24,13,8.1,11264
2015,2,18,24,13,6.95,18000
2012,3,21,24,13,2.266666667,18000
2010,7,18,23,13,5.866666667,18000
2013,6,18,23,13,6.233333333,18000
2016,2,13,23,13,6.6,18000
2011,12,20,22,13,5.916666667,18000
2010,6,26,22,13,5.85,18000
2016,6,7,22,13,5.366666667,18000
2016,3,9,22,13,4.833333333,14000
2015,2,9,22,13,6,18000
2007,12,7,22,12,6.5,18000
2007,4,14,22,12,6.433333333,18000
2003,8,23,22,12,6.833333333,12600
2003,3,17,22,12,8.55,11392
2003,1,16,22,12,8.4,28800
2008,12,22,21,12,6.85,18000
2002,9,26,21,12,10.9,10240
2002,7,11,21,12,12.03333333,10500
2002,7,12,21,12,9.566666667,10500
2002,7,19,21,12,17.8,10500
2002,9,24,21,12,7.833333333,10240
2002,9,24,21,12,12.66666667,10240
2007,7,18,20,12,6.05,18000
2007,1,11,20,12,7,32200
2003,1,27,20,12,7,10368
2002,7,9,20,12,9.9,10500
2003,4,22,25,13,6.033333333,10368
2002,5,16,24,13,10.36666667,11288
2003,10,5,24,13,13.66666667,10368
2003,9,24,24,13,5.683333333,7680
2003,6,7,23,13,10.93333333,10300
2002,3,26,22,13,9.933333333,19200
2002,12,21,28,14,12.83333333,10112
2011,6,7,22,12,6.2,18000
2007,2,15,22,12,6.833333333,18000
2015,3,20,22,12,6.083333333,18000
2012,7,20,21,12,6.016666667,18200
2007,2,17,21,12,6,18000
2007,2,19,21,12,5.333333333,18000
2001,1,28,21,12,8,19200
2001,1,25,21,12,6,19200
2003,8,23,21,12,11.41666667,12600
2007,4,3,20,12,10.08333333,18000
2007,2,16,20,12,2.15,18000
2013,8,26,24,13,6.666666667,18000
2013,8,10,24,13,6.683333333,18000
2007,3,20,24,13,5.333333333,18000
2001,5,24,24,13,6,19200
2014,11,9,24,13,6.7,18000
2016,8,13,24,13,6.483333333,18000
2015,6,8,23,13,5.816666667,18000
2015,6,19,23,13,11,18000
2011,5,30,22,13,6.5,18000
2013,2,21,22,13,7,18000
2011,5,13,22,13,6.2,18000
2007,2,26,22,13,6.5,18000
2007,2,25,22,13,7.166666667,18000
2007,3,12,22,13,6,18000
2007,3,11,22,13,6.25,18000
2004,7,21,22,13,18.91666667,18000
2011,12,11,22,13,6.266666667,18000
2015,5,26,22,13,7,18000
2009,8,18,19,11,7.066666667,18000
2009,9,21,19,11,19.83333333,18000
2008,8,31,22,12,6.85,18000
2007,4,15,22,12,6.866666667,18000
2002,10,16,22,12,8.366666667,10240
2008,9,29,21,12,7,18000
2008,9,6,21,12,6.833333333,18000
2007,11,28,21,12,7.65,18000
2007,4,22,21,12,3.9,18000
2002,3,3,21,12,8.35,19200
2002,2,23,21,12,8.466666667,19200
2003,5,10,21,12,11.41666667,10368
2009,6,6,20,12,8,18000
2007,4,24,20,12,7.016666667,18000
2006,12,13,20,12,4,32000
2006,12,14,20,12,3.883333333,32000
2006,12,15,20,12,3.95,32000
2006,12,16,20,12,3.966666667,32000
2002,7,26,20,12,8.7,21000
2006,7,17,20,12,8,30000
2008,4,25,24,13,6,18000
2009,12,11,24,13,19.4,18000
2002,5,22,23,13,7.833333333,11288
2004,10,28,22,13,9,27000
2002,3,25,22,13,8.666666667,19200
2002,10,11,22,13,7.85,10240
2003,3,28,26,14,13.36666667,10368
2016,4,19,22,12,6.533333333,18000
2016,6,17,22,12,6.933333333,18000
2001,1,30,21,12,9,19200
2001,1,24,21,12,8,19200
2001,2,4,21,12,9,19200
2015,5,12,21,12,5.833333333,18000
2015,8,4,21,12,3.616666667,18000
2000,10,15,20,12,5,19200
2013,3,14,25,13,6.566666667,18000
2012,11,5,24,13,6.75,18000
2013,8,11,24,13,6.633333333,18000
2013,6,17,24,13,6.1,18000
2014,2,20,24,13,7.85,18000
2012,5,24,24,13,4.766666667,18000
2011,9,7,24,13,5.15,18000
2014,5,27,23,13,6.833333333,18000
2011,6,9,23,13,4.483333333,18000
2016,5,22,23,13,6.75,18000
2004,8,10,23,13,17,14700
2004,6,25,23,13,15.5,11000
2012,2,11,23,13,7.516666667,18000
2012,2,10,23,13,6.9,18000
2013,2,4,22,13,6.766666667,18000
2010,12,9,22,13,6.483333333,18000
2016,5,30,22,13,6.833333333,18000
2016,9,25,22,13,6.366666667,18000
2012,9,25,22,13,6.066666667,18000
2015,4,9,22,13,6.866666667,18000
2011,7,27,26,14,6.333333333,18000
2009,8,17,19,11,6,18000
2009,9,22,19,11,19.55,18000
2009,9,23,19,11,15.45,18000
2008,12,15,21,12,7,18000
2007,4,23,21,12,6.666666667,18000
2002,9,13,21,12,12.53333333,10240
2002,7,11,21,12,6.783333333,10500
2002,9,22,21,12,7,10240
2009,6,7,20,12,7.433333333,18000
2002,11,15,25,13,6.233333333,10240
2008,3,31,24,13,6.916666667,18000
2003,5,28,24,13,8.6,11264
2003,5,25,24,13,7.7,11264
2003,5,26,24,13,0.5,11264
2003,6,15,24,13,7.733333333,11200
2003,7,21,24,13,12.8,10300
2003,10,6,24,13,7.533333333,10368
2003,10,7,23,13,6.383333333,20096
2003,6,6,22,13,7.6,11264
2003,7,10,22,13,7.066666667,11200
2009,4,11,26,14,7.5,18000
2016,6,14,22,12,6.666666667,18000
2011,5,22,22,12,6.35,18000
2011,5,14,22,12,5.866666667,18000
2016,6,18,22,12,6.883333333,18000
2014,6,4,20,12,6.983333333,18000
2014,7,6,20,12,6.8,18000
2012,11,6,24,13,5.5,18000
2013,5,23,24,13,4.9,18000
2010,3,3,24,13,6,19754
2014,2,19,24,13,7.016666667,18000
2012,3,22,24,13,6.25,18000
2014,7,26,24,13,6.866666667,18000
2010,7,19,23,13,6.616666667,18000
2010,4,24,23,13,6.4,18000
2016,8,30,23,13,6.333333333,18000
2011,12,18,22,13,6.033333333,18000
2010,7,7,22,13,6.616666667,18000
2010,5,15,22,13,6.316666667,18000
2013,9,16,22,13,5.5,18000
2014,12,20,22,13,6.016666667,18000
2009,9,2,19,11,6.016666667,18000
2005,10,22,22,12,5.5,26000
2007,8,19,21,12,2.716666667,18000
2008,12,23,21,12,7,18000
2007,1,8,21,12,7,32200
2002,10,15,21,12,5.116666667,12800
2002,9,15,21,12,12.2,10240
2002,9,25,21,12,8.183333333,10240
2007,7,20,20,12,6.066666667,18000
2007,7,17,20,12,6.5,18000
2007,7,19,20,12,9.716666667,18000
2009,4,12,25,13,5.5,18000
2007,12,24,25,13,7.083333333,18000
2009,6,22,25,13,6.85,18000
2002,12,13,25,13,9.333333333,10368
2003,3,26,25,13,9.816666667,8704
2008,9,18,24,13,8,18000
2003,4,6,24,13,7.8,11264
2003,6,14,24,13,8.483333333,10300
2004,8,21,23,13,8.75,18000
2003,6,7,23,13,6.916666667,11264
2003,5,29,23,13,6.5,7680
2003,10,30,22,13,8.483333333,11776
2003,10,30,22,13,8.483333333,11776
2003,7,14,22,13,8.516666667,11200
2002,12,14,26,14,8.766666667,20480
2006,7,4,26,14,8,26000
2003,4,20,26,14,12.5,10368
2003,4,19,26,14,13.56666667,10368
2002,11,27,26,14,12.03333333,8200
2016,6,15,22,12,6.55,18000
2005,6,14,22,12,6.5,30800
2001,1,23,21,12,8,19200
2001,5,13,21,12,8,19200
2001,2,5,21,12,9,19200
2015,7,8,21,12,6.75,18000
2015,4,21,21,12,4,18000
2015,5,7,20,12,6.833333333,18000
2014,6,5,20,12,6.983333333,18000
2007,12,25,25,13,7,18000
2011,7,17,24,13,6.133333333,18000
2011,8,1,24,13,6.166666667,18000
2013,8,4,24,13,6.933333333,18000
2010,5,26,24,13,6.283333333,18000
2012,3,23,24,13,5.133333333,18000
2013,4,2,23,13,6.166666667,18000
2013,2,22,23,13,7.066666667,18000
2013,7,14,23,13,6.783333333,18000
2004,6,23,23,13,19.16666667,18000
2012,2,9,23,13,5,18000
2010,5,12,22,13,5.566666667,18000
2010,2,10,22,13,7.5,18000
2014,4,29,22,13,6.9,18000
2014,5,21,22,13,7,18000
2004,12,9,27,14,3,22500
2009,8,24,19,11,5.1,18000
2009,8,16,19,11,6.65,18000
2009,8,5,19,11,6.233333333,18200
2009,9,20,19,11,19.8,18000
2009,11,7,19,11,6.2,18000
2008,9,28,22,12,7,18000
2001,10,21,22,12,6.116666667,19200
2012,7,23,22,12,0.666666667,11250
2008,11,25,21,12,6.766666667,18000
2007,5,17,21,12,6.966666667,18000
2007,5,18,21,12,6.233333333,18000
2010,1,6,21,12,19.98333333,18000
2003,5,12,21,12,7.6,21632
2003,5,11,21,12,7.5,21632
2002,7,12,21,12,15.25,10500
2002,9,14,21,12,12.86666667,10240
2002,9,15,21,12,8.416666667,10240
2002,9,26,21,12,7.983333333,10240
2006,8,29,21,12,8,16000
2006,12,11,20,12,4,32000
2006,8,28,20,12,8,13000
2008,11,15,26,13,19.5,18000
2006,7,6,26,13,7,26000
2008,5,22,25,13,6.566666667,18000
2008,9,17,24,13,7,18000
2007,9,12,24,13,5.516666667,18000
2010,3,2,24,13,6,19754
2003,4,5,24,13,7.783333333,11264
2003,6,27,24,13,5.7,11200
2002,5,20,24,13,6.583333333,11288
2002,5,19,24,13,11.41666667,11288
2003,7,1,24,13,11.33333333,10300
2003,10,6,24,13,15.65,9728
2008,12,9,22,13,7,18000
2002,2,19,22,13,8.55,19200
2001,9,18,22,13,7.583333333,19200
2009,8,15,19,11,6.333333333,18000
2009,8,4,19,11,5.483333333,18000
2002,2,22,22,12,8.733333333,19200
2008,12,18,21,12,7.016666667,18000
2001,1,21,21,12,8,19200
2003,4,25,21,12,6.533333333,12800
2009,7,28,20,12,7,18000
2010,6,12,20,12,7,18000
2013,1,18,24,13,7.166666667,18000
2009,4,13,24,13,8.25,18000
2013,8,2,24,13,6.766666667,18000
2004,12,21,24,13,3.25,22500
